"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1937-05","1937","05","18.6","","8.8","","13.7","","29.4","","3.3","","73.7","","0.0","","73.7","","","",,"",,""
"1937-06","1937","06","23.6","","14.1","","18.9","","28.9","","8.9","","92.5","","0.0","","92.5","","","",,"",,""
"1937-07","1937","07","26.9","","16.8","","21.9","","35.0","","8.3","","74.2","","0.0","","74.2","","","",,"",,""
"1937-08","1937","08","27.7","","17.4","","22.6","","31.7","","11.7","","73.4","","0.0","","73.4","","","",,"",,""
"1937-09","1937","09","21.1","","10.2","","15.7","","32.2","S","2.8","","35.3","","0.0","","35.3","","","",,"",,""
"1937-10","1937","10","12.2","","5.1","","8.7","","25.6","S","-1.7","","69.3","","0.5","","69.9","","","",,"",,""
"1937-11","1937","11","6.6","","0.7","","3.7","","15.0","","-6.7","","45.7","","0.0","T","45.7","","","",,"",,""
"1937-12","1937","12","0.6","","-5.6","","-2.5","","6.1","","-16.7","","19.3","","23.6","","42.9","","","",,"",,""
"1938-01","1938","01","-1.8","","-8.9","","-5.4","","8.3","","-20.0","","16.8","","24.6","","41.4","","","",,"",,""
"1938-02","1938","02","1.1","","-6.4","","-2.7","","10.6","","-20.0","","82.8","","9.1","","91.9","","","",,"",,""
"1938-03","1938","03","6.7","","-2.4","","2.2","","22.8","","-20.6","","33.8","","7.9","","41.7","","","",,"",,""
"1938-04","1938","04","12.4","","3.5","","8.0","","28.3","","-6.7","","31.8","","12.7","","44.5","","","",,"",,""
"1938-05","1938","05","17.7","","8.1","","12.9","","25.6","","2.2","","54.6","","0.0","T","54.6","","","",,"",,""
"1938-06","1938","06","24.3","","13.2","","18.8","","31.1","S","8.3","S","37.8","","0.0","","37.8","","","",,"",,""
"1938-07","1938","07","27.5","","16.8","","22.2","","33.3","","11.7","","66.5","","0.0","","66.5","","","",,"",,""
"1938-08","1938","08","28.2","","17.3","","22.8","","33.3","","11.7","","52.3","","0.0","","52.3","","","",,"",,""
"1938-09","1938","09","19.6","","10.4","","15.0","","27.8","","5.6","S","101.1","","0.0","","101.1","","","",,"",,""
"1938-10","1938","10","15.8","","6.6","","11.2","","27.8","","0.6","","26.2","","0.0","","26.2","","","",,"",,""
"1938-11","1938","11","9.3","","0.9","","5.1","","20.6","","-10.0","","32.5","","4.3","","36.8","","","",,"",,""
"1938-12","1938","12","2.2","","-3.4","","-0.6","","10.6","","-12.8","","20.8","","35.8","","56.6","","","",,"",,""
"1939-01","1939","01","-0.9","","-8.3","","-4.6","","11.1","","-22.8","","7.6","","49.5","","57.2","","","",,"",,""
"1939-02","1939","02","0.2","","-8.1","","-4.0","","7.8","","-21.7","","41.4","","50.5","","91.9","","","",,"",,""
"1939-03","1939","03","1.6","","-5.2","","-1.8","","11.1","","-15.6","","30.0","","50.0","","80.0","","","",,"",,""
"1939-04","1939","04","8.2","","1.4","","4.8","","24.4","","-4.4","","67.6","","19.6","","87.1","","","",,"",,""
"1939-05","1939","05","19.7","","9.1","","14.4","","30.0","","1.7","","37.8","","0.0","","37.8","","","",,"",,""
"1939-06","1939","06","23.4","","13.9","","18.7","","31.7","","8.3","","48.5","","0.0","","48.5","","","",,"",,""
"1939-07","1939","07","27.6","","16.7","","22.2","","33.9","","10.0","","43.7","","0.0","","43.7","","","",,"",,""
"1939-08","1939","08","27.4","","17.4","","22.4","","30.6","","14.4","","105.9","","0.0","","105.9","","","",,"",,""
"1939-09","1939","09","21.0","","12.1","","16.6","","33.3","","5.0","","64.0","","0.0","","64.0","","","",,"",,""
"1939-10","1939","10","14.1","","6.2","","10.2","","24.4","","-1.7","","48.0","","0.0","T","48.0","","","",,"",,""
"1939-11","1939","11","6.4","","-0.9","","2.8","","16.7","","-6.7","","8.1","","0.0","T","8.1","","","",,"",,""
"1939-12","1939","12","2.3","","-2.9","","-0.3","","9.4","","-15.0","","24.1","","7.4","","31.5","","","",,"",,""
"1940-01","1940","01","-4.2","","-10.8","","-7.5","","6.7","","-21.1","","20.1","","29.7","","49.8","","","",,"",,""
"1940-02","1940","02","-1.1","","-7.3","","-4.2","","5.0","","-16.7","","0.3","","38.9","","39.1","","","",,"",,""
"1940-03","1940","03","0.0","","-6.3","","-3.2","","9.4","","-14.4","S","21.8","","35.1","","56.9","","","",,"",,""
"1940-04","1940","04","9.6","","0.9","","5.3","","19.4","","-7.2","","55.1","","10.4","","65.5","","","",,"",,""
"1940-05","1940","05","16.7","","7.9","","12.3","","25.0","","3.3","S","127.3","","0.0","","127.3","","","",,"",,""
"1940-06","1940","06","22.4","","12.4","","17.4","","31.7","","6.1","","94.7","","0.0","","94.7","","","",,"",,""
"1940-07","1940","07","26.8","","16.3","","21.6","","33.9","","8.9","","41.1","","0.0","","41.1","","","",,"",,""
"1940-08","1940","08","24.9","","16.2","","20.6","","30.6","S","7.2","","67.6","","0.0","","67.6","","","",,"",,""
"1940-09","1940","09","20.8","","11.8","","16.3","","30.6","","3.3","","93.7","","0.0","","93.7","","","",,"",,""
"1940-10","1940","10","13.1","","4.7","","8.9","","23.9","","-2.8","S","44.5","","0.0","T","44.5","","","",,"",,""
"1940-11","1940","11","6.1","","0.7","","3.4","","17.8","","-9.4","","80.0","","42.2","","122.2","","","",,"",,""
"1940-12","1940","12","1.8","","-4.2","","-1.2","","9.4","","-18.9","","84.6","","11.9","","96.5","","","",,"",,""
"1941-01","1941","01","-1.9","","-8.6","","-5.3","","4.4","","-19.4","","23.9","","41.7","","65.5","","","",,"",,""
"1941-02","1941","02","-1.3","","-7.6","","-4.5","","7.8","","-15.0","","8.1","","27.4","","35.6","","","",,"",,""
"1941-03","1941","03","1.3","","-6.6","","-2.7","","7.2","","-17.8","","14.7","","26.2","","40.9","","","",,"",,""
"1941-04","1941","04","15.5","","5.2","","10.4","","27.8","","-1.1","","33.0","","0.0","T","33.0","","","",,"",,""
"1941-05","1941","05","20.2","","9.3","","14.8","","32.2","","2.8","","57.9","","0.0","","57.9","","","",,"",,""
"1941-06","1941","06","26.0","","14.9","","20.5","","34.4","S","7.2","","40.1","","0.0","","40.1","","","",,"",,""
"1941-07","1941","07","27.4","","17.2","","22.3","","35.0","S","11.1","","122.2","","0.0","","122.2","","","",,"",,""
"1941-08","1941","08","25.3","","14.9","","20.1","","33.9","","8.3","","49.3","","0.0","","49.3","","","",,"",,""
"1941-09","1941","09","22.5","","12.4","","17.5","","28.9","S","3.3","","21.3","","0.0","","21.3","","","",,"",,""
"1941-10","1941","10","14.8","","7.4","","11.1","","26.7","","0.0","","95.0","","0.0","T","95.0","","","",,"",,""
"1941-11","1941","11","8.8","","2.6","","5.7","","18.9","","-3.3","","56.6","","0.0","T","56.6","","","",,"",,""
"1941-12","1941","12","3.1","","-2.7","","0.2","","15.0","","-13.9","","21.8","","16.0","","37.8","","","",,"",,""
"1942-01","1942","01","-0.6","","-7.3","","-4.0","","8.3","","-22.2","","41.4","","11.9","","53.3","","","",,"",,""
"1942-02","1942","02","-3.3","","-9.0","","-6.2","","3.9","S","-20.0","","15.2","","33.5","","48.8","","","",,"",,""
"1942-03","1942","03","4.9","","-0.2","","2.4","","12.8","","-4.4","","85.9","","14.2","","100.1","","","",,"",,""
"1942-04","1942","04","14.5","","5.3","","9.9","","29.4","","-2.2","","30.0","","14.0","","43.9","","","",,"",,""
"1942-05","1942","05","17.9","","9.3","","13.6","","27.8","","1.1","","172.5","","0.0","","172.5","","","",,"",,""
"1942-06","1942","06","23.6","","14.3","","19.0","","31.7","","7.8","","33.8","","0.0","","33.8","","","",,"",,""
"1942-07","1942","07","26.4","","16.1","","21.3","","32.2","S","10.0","","145.5","","0.0","","145.5","","","",,"",,""
"1942-08","1942","08","25.4","","16.0","","20.7","","31.1","","7.2","","29.5","","0.0","","29.5","","","",,"",,""
"1942-09","1942","09","21.1","","11.7","","16.4","","30.0","","1.7","","92.7","","0.0","","92.7","","","",,"",,""
"1942-10","1942","10","14.7","","6.8","","10.8","","22.2","","-0.6","","73.4","","0.0","T","73.4","","","",,"",,""
"1942-11","1942","11","7.8","","1.0","","4.4","","17.8","","-9.4","","54.4","","14.5","","68.8","","","",,"",,""
"1942-12","1942","12","-1.0","","-6.9","","-4.0","","4.4","S","-27.2","","68.6","","37.1","","105.7","","","",,"",,""
"1943-01","1943","01","-3.8","","-10.0","","-6.9","","3.9","","-20.0","","6.1","","68.3","","74.4","","","",,"",,""
"1943-02","1943","02","0.3","","-7.3","","-3.5","","11.7","","-29.4","","39.1","","20.3","","59.4","","","",,"",,""
"1943-03","1943","03","2.7","","-4.8","","-1.1","","14.4","","-17.2","S","87.1","","23.9","","111.0","","","",,"",,""
"1943-04","1943","04","7.6","","0.3","","4.0","","22.8","","-8.9","","62.5","","20.3","","82.8","","","",,"",,""
"1943-05","1943","05","16.7","","8.9","","12.8","","27.2","","-1.1","","116.3","","0.0","","116.3","","","",,"",,""
"1943-06","1943","06","26.1","","15.4","","20.8","","34.4","","8.9","","74.2","","0.0","","74.2","","","",,"",,""
"1943-07","1943","07","26.8","","16.9","","21.9","","31.1","","9.4","","76.5","","0.0","","76.5","","","",,"",,""
"1943-08","1943","08","25.4","","15.6","","20.5","","32.2","","10.6","S","62.2","","0.0","","62.2","","","",,"",,""
"1943-09","1943","09","20.3","","10.8","","15.6","","32.2","","3.3","","35.8","","0.0","","35.8","","","",,"",,""
"1943-10","1943","10","13.5","","5.2","","9.4","","26.7","","0.6","","78.7","","0.0","","78.7","","","",,"",,""
"1943-11","1943","11","6.0","","0.6","","3.3","","12.8","","-6.7","","40.4","","4.1","","44.5","","","",,"",,""
"1943-12","1943","12","0.8","","-6.6","","-2.9","","8.3","","-21.1","","10.4","","2.8","","13.2","","","",,"",,""
"1944-01","1944","01","1.8","","-4.0","","-1.1","","11.1","","-17.8","","19.1","","6.6","","25.7","","","",,"",,""
"1944-02","1944","02","-0.2","","-7.2","","-3.7","","8.3","","-16.7","","5.8","","49.5","","55.4","","","",,"",,""
"1944-03","1944","03","1.6","","-5.4","","-1.9","","14.4","","-15.6","","54.4","","30.0","","84.3","","","",,"",,""
"1944-04","1944","04","8.7","","0.9","","4.8","","21.1","","-5.6","","54.9","","17.0","","71.9","","","",,"",,""
"1944-05","1944","05","20.4","","10.7","","15.6","","29.4","","3.9","","97.5","","0.0","","97.5","","","",,"",,""
"1944-06","1944","06","23.9","","14.2","","19.1","","33.3","","7.2","","109.7","","0.0","","109.7","","","",,"",,""
"1944-07","1944","07","27.4","","16.6","","22.0","","32.8","","12.2","","79.8","","0.0","","79.8","","","",,"",,""
"1944-08","1944","08","27.7","","16.8","","22.3","","35.6","","11.1","","35.6","","0.0","","35.6","","","",,"",,""
"1944-09","1944","09","21.2","","12.4","","16.8","","28.3","","3.3","","54.1","","0.0","","54.1","","","",,"",,""
"1944-10","1944","10","15.0","","5.5","","10.3","","25.6","","-1.7","","13.2","","0.0","","13.2","","","",,"",,""
"1944-11","1944","11","7.2","","1.7","","4.5","","18.3","S","-2.8","S","38.4","","10.7","","49.0","","","",,"",,""
"1944-12","1944","12","-0.4","","-6.3","","-3.4","","8.3","","-16.7","","10.9","","92.5","","103.4","","","",,"",,""
"1945-01","1945","01","-5.9","","-12.9","","-9.4","","3.3","","-25.0","","0.0","","45.7","","45.7","","","",,"",,""
"1945-02","1945","02","-0.3","","-6.4","","-3.4","","7.2","","-14.4","","26.4","","30.2","","56.6","","","",,"",,""
"1945-03","1945","03","10.8","","1.6","","6.2","","23.3","","-7.8","","113.0","","3.3","","116.3","","","",,"",,""
"1945-04","1945","04","13.0","","4.3","","8.7","","23.9","","-1.1","S","96.3","","10.9","","107.2","","","",,"",,""
"1945-05","1945","05","14.5","","6.1","","10.3","","25.6","","1.1","","137.2","","0.0","T","137.2","","","",,"",,""
"1945-06","1945","06","22.3","","12.5","","17.4","","32.2","","2.8","","97.8","","0.0","T","97.8","","","",,"",,""
"1945-07","1945","07","25.4","","15.7","","20.6","","31.1","","6.7","","74.4","","0.0","","74.4","","","",,"",,""
"1945-08","1945","08","25.8","","16.1","","21.0","","33.3","","8.3","","55.1","","0.0","","55.1","","","",,"",,""
"1945-09","1945","09","21.3","","12.3","","16.8","","31.1","","1.7","","158.5","","0.0","","158.5","","","",,"",,""
"1945-10","1945","10","13.6","","4.8","","9.2","","21.7","","0.0","","65.0","","0.0","T","65.0","","","",,"",,""
"1945-11","1945","11","7.5","","1.3","","4.4","","18.9","","-4.4","S","47.2","","12.7","","59.9","","","",,"",,""
"1945-12","1945","12","-1.1","","-7.3","","-4.2","","8.3","","-19.4","","38.6","","18.5","","57.2","","","",,"",,""
"1946-01","1946","01","0.0","","-6.8","","-3.4","","13.9","","-21.1","","8.1","","56.6","","64.8","","","",,"",,""
"1946-02","1946","02","-1.0","","-9.4","","-5.2","","10.0","","-19.4","","28.7","","54.6","","83.3","","","",,"",,""
"1946-03","1946","03","10.6","","1.6","","6.1","","26.7","","-7.2","","30.5","","1.5","","32.0","","","",,"",,""
"1946-04","1946","04","12.0","","2.2","","7.1","","22.2","","-2.2","S","21.1","","3.3","","24.4","","","",,"",,""
"1946-05","1946","05","17.3","","7.6","","12.5","","28.9","","1.1","","107.4","","0.0","","107.4","","","",,"",,""
"1946-06","1946","06","23.7","","12.8","","18.3","","32.2","","5.0","","52.1","","0.0","","52.1","","","",,"",,""
"1946-07","1946","07","26.9","","15.7","","21.3","","32.2","S","10.6","","93.0","","0.0","","93.0","","","",,"",,""
"1946-08","1946","08","23.8","","14.2","","19.0","","30.6","","8.9","","48.5","","0.0","","48.5","","","",,"",,""
"1946-09","1946","09","22.4","","11.9","","17.2","","29.4","","5.0","","39.6","","0.0","","39.6","","","",,"",,""
"1946-10","1946","10","17.3","","7.3","","12.3","","27.8","","1.1","","87.1","","0.0","","87.1","","","",,"",,""
"1946-11","1946","11","8.8","","2.9","","5.9","","16.7","","-3.3","","37.3","","13.0","","50.3","","","",,"",,""
"1946-12","1946","12","1.8","","-4.7","","-1.5","","14.4","","-16.7","","39.9","","24.1","","64.0","","","",,"",,""
"1947-01","1947","01","0.8","","-6.7","","-3.0","","8.9","","-17.8","","39.9","","59.9","","99.8","","","M",,"",,""
"1947-02","1947","02","-2.1","","-8.6","","-5.4","","6.1","","-16.1","","0.3","","25.1","","25.4","","20","",,"",,""
"1947-03","1947","03","2.8","","-3.9","","-0.6","","12.8","","-11.1","","29.2","","36.6","","65.8","","0","T",,"",,""
"1947-04","1947","04","10.1","","1.5","","5.8","","20.0","","-2.8","S","59.4","","12.7","","72.1","","","M",,"",,""
"1947-05","1947","05","16.2","","6.3","","11.3","","26.7","","-1.1","","85.3","","0.5","","85.9","","","M",,"",,""
"1947-06","1947","06","23.2","","13.1","","18.2","","31.7","","5.6","","115.1","","0.0","","115.1","","","M",,"",,""
"1947-07","1947","07","25.7","","16.4","","21.1","","32.2","","10.0","","143.3","","0.0","","143.3","","","M",,"",,""
"1947-08","1947","08","27.8","","18.2","","23.0","","33.9","S","9.4","","59.9","","0.0","","59.9","","","M",,"",,""
"1947-09","1947","09","22.4","","12.6","","17.5","","31.1","","1.7","S","45.5","","0.0","","45.5","","","M",,"",,""
"1947-10","1947","10","19.4","","9.7","","14.6","","26.1","","1.1","","28.4","","0.0","","28.4","","","M",,"",,""
"1947-11","1947","11","6.8","","0.8","","3.8","","14.4","S","-7.2","","31.8","","13.0","","44.7","","","M",,"",,""
"1947-12","1947","12","0.4","","-5.7","","-2.7","","8.3","","-13.9","","26.2","","34.5","","60.7","","","M",,"",,""
"1948-01","1948","01","-3.6","","-10.9","","-7.3","","3.9","","-24.4","S","2.8","","37.1","","39.9","","","M",,"",,""
"1948-02","1948","02","-1.2","","-8.7","","-5.0","","11.1","","-18.3","","31.8","","48.5","","80.3","","18","",,"",,""
"1948-03","1948","03","4.4","","-4.3","","0.1","","16.7","","-18.3","","49.3","","16.3","","65.5","","","M",,"",,""
"1948-04","1948","04","12.9","","4.1","","8.5","","21.7","","-3.9","","49.5","","0.3","","49.8","","","M",,"",,""
"1948-05","1948","05","16.3","","7.4","","11.9","","23.9","S","1.7","","67.1","","0.0","T","67.1","","","M",,"",,""
"1948-06","1948","06","23.8","","13.7","","18.8","","29.4","S","7.2","","103.1","","0.0","","103.1","","","M",,"",,""
"1948-07","1948","07","27.3","","16.6","","22.0","","31.7","","10.6","","33.3","","0.0","","33.3","","","M",,"",,""
"1948-08","1948","08","27.2","","16.2","","21.7","","38.3","","11.1","","22.6","","0.0","","22.6","","","M",,"",,""
"1948-09","1948","09","24.2","","13.8","","19.0","","32.2","","6.7","","56.4","","0.0","","56.4","","","M",,"",,""
"1948-10","1948","10","12.6","","6.2","","9.4","","20.6","","-0.6","","66.8","","0.0","T","66.8","","","M",,"",,""
"1948-11","1948","11","10.0","","4.9","","7.5","","18.3","","-1.1","","83.8","","0.0","T","83.8","","","M",,"",,""
"1948-12","1948","12","2.6","","-3.3","","-0.4","","11.1","S","-18.3","","21.8","","42.2","","64.0","","5","",,"",,""
"1949-01","1949","01","1.4","","-4.6","","-1.6","","11.1","","-12.8","","52.6","","21.8","","74.4","","3","",,"",,""
"1949-02","1949","02","2.3","","-5.1","","-1.4","","11.7","","-15.6","","41.7","","30.5","","72.1","","","M",,"",,""
"1949-03","1949","03","3.9","","-3.2","","0.4","","18.3","","-12.2","","22.4","","32.5","","54.9","","","M",,"",,""
"1949-04","1949","04","12.3","","3.1","","7.7","","23.9","","-2.2","S","29.2","","1.3","","30.5","","","M",,"",,""
"1949-05","1949","05","20.5","","8.8","","14.7","","31.7","","2.8","","10.4","","0.0","","10.4","","","M",,"",,""
"1949-06","1949","06","28.1","","16.6","","22.4","","34.4","","3.9","","1.5","","0.0","","1.5","","","M",,"",,""
"1949-07","1949","07","28.4","","18.2","","23.3","","33.9","S","12.2","","79.8","","0.0","","79.8","","","M",,"",,""
"1949-08","1949","08","28.2","","17.4","","22.8","","37.2","","10.0","","36.3","","0.0","","36.3","","","M",,"",,""
"1949-09","1949","09","19.8","","10.4","","15.1","","28.3","","3.3","","86.9","","0.0","","86.9","","","M",,"",,""
"1949-10","1949","10","17.2","","9.0","","13.1","","26.1","","0.0","","46.2","","0.0","T","46.2","","","M",,"",,""
"1949-11","1949","11","5.9","","-0.1","","2.9","","16.7","","-15.6","","29.0","","22.6","","51.6","","8","",,"",,""
"1949-12","1949","12","3.2","","-2.8","","0.2","","13.9","","-10.6","S","66.5","","10.9","","77.5","","","M",,"",,""
"1950-01","1950","01","3.8","","-4.0","","-0.1","","15.6","","-18.9","","59.7","","41.7","","101.3","","13","",,"",,""
"1950-02","1950","02","-1.2","","-8.0","","-4.6","","4.4","","-24.4","","29.5","","70.9","","100.3","","18","",,"",,""
"1950-03","1950","03","1.4","","-5.8","","-2.2","","13.3","","-18.3","","28.4","","29.7","","58.2","","","M",,"",,""
"1950-04","1950","04","8.5","","0.6","","4.6","","18.9","","-7.8","","54.1","","1.8","","55.9","","","M",,"",,""
"1950-05","1950","05","18.0","","8.3","","13.2","","25.6","","0.0","","26.4","","0.0","","26.4","","","M",,"",,""
"1950-06","1950","06","23.9","","12.7","","18.3","","30.6","S","6.1","","56.4","","0.0","","56.4","","","M",,"",,""
"1950-07","1950","07","25.9","","15.7","","20.8","","31.1","S","8.9","","110.0","","0.0","","110.0","","","M",,"",,""
"1950-08","1950","08","25.3","","15.4","","20.4","","30.6","","8.3","","98.3","","0.0","","98.3","","","M",,"",,""
"1950-09","1950","09","19.7","","11.3","","15.5","","26.1","S","3.3","","19.8","","0.0","","19.8","","","M",,"",,""
"1950-10","1950","10","16.2","","8.2","","12.2","","24.4","","1.1","","100.6","","0.0","","100.6","","","M",,"",,""
"1950-11","1950","11","7.1","","0.3","","3.7","","23.9","","-7.8","S","43.7","","57.2","","100.8","","3","",,"",,""
"1950-12","1950","12","0.9","","-4.6","","-1.9","","11.1","","-16.1","","23.4","","3.6","","26.9","","0","T",,"",,""
"1951-01","1951","01","0.6","","-5.7","","-2.6","","10.6","","-15.6","","32.8","","28.7","","61.5","","3","",,"",,""
"1951-02","1951","02","0.8","","-5.8","","-2.5","","11.7","","-20.0","S","35.6","","20.8","","56.4","","","M",,"",,""
"1951-03","1951","03","4.9","","-1.4","","1.8","","11.1","","-8.3","","85.9","","23.9","","109.7","","","M",,"",,""
"1951-04","1951","04","11.3","","3.8","","7.6","","22.8","","0.6","","115.3","","0.0","T","115.3","","","M",,"",,""
"1951-05","1951","05","20.1","","9.5","","14.8","","30.6","","2.8","","31.0","","0.0","","31.0","","","M",,"",,""
"1951-06","1951","06","23.1","","14.2","","18.7","","29.4","","7.8","","99.8","","0.0","","99.8","","","M",,"",,""
